Time,Open,High,Low,Close,hl_1,hl_2,hl_3,hl_5,hl_10,hl_20,hl_30,hl_40,hl_60,hl_90,hl_120,hl_180,hl_240,hl_300,hl_360,hl_420,hl_480,hl_540,hl_600,hl_660,hl_720,hl_780,hl_840,hl_900,hl_960,hl_1020,hl_1080,hl_1140,hl_1200,hl_1260,hl_1320,hl_1380,hl_1440
2022-11-07 13:04:00,20759.2,20780.0,20745.6,20777.8,86.56011727077056,-73.59754312144051,98.35028276100894,98.05646567783484,94.7581841262655,82.08036419246316,2.2984572163887407,-93.1802589444268,-79.65546921973322,15.086353027703467,60.124068665203446,0.02975134492636755,-99.93660519862314,-99.86429144382055,-99.993967129922,-99.93681927362891,-99.86497582764184,-99.83987802192254,-90.14506529004592,-98.45824230323633,-98.70412233974247,44.572422675858654,-55.42814610200103,-94.84448038241713,-96.69755909946643,-96.9463611096996,-94.6993328237537,97.39713541654756,97.36298091697014,97.21608988075535,95.69453663972428,97.16829466248856,-57.04396162084465
2022-11-07 13:05:00,20777.8,20793.0,20771.8,20789.0,94.79321542424418,83.68134121093021,-10.463859851174064,98.05646567783484,94.7581841262655,82.08036419246316,2.2984572163887407,-93.1802589444268,-79.65546921973322,15.086353027703467,60.124068665203446,0.02975134492636755,-99.93660519862314,-99.86429144382055,-99.993967129922,-99.93681927362891,-99.86497582764184,-99.83987802192254,-90.14506529004592,-98.45824230323633,-98.70412233974247,44.572422675858654,-55.42814610200103,-94.84448038241713,-96.69755909946643,-96.9463611096996,-94.6993328237537,97.39713541654756,97.36298091697014,97.21608988075535,95.69453663972428,97.16829466248856,-57.04396162084465
2022-11-07 13:06:00,20789.0,20793.2,20766.1,20766.3,-46.77355380367998,83.68134121093021,-10.463859851174064,98.05646567783484,94.7581841262655,82.08036419246316,2.2984572163887407,-93.1802589444268,-79.65546921973322,15.086353027703467,60.124068665203446,0.02975134492636755,-99.93660519862314,-99.86429144382055,-99.993967129922,-99.93681927362891,-99.86497582764184,-99.83987802192254,-90.14506529004592,-98.45824230323633,-98.70412233974247,44.572422675858654,-55.42814610200103,-94.84448038241713,-96.69755909946643,-96.9463611096996,-94.6993328237537,97.39713541654756,97.36298091697014,97.21608988075535,95.69453663972428,97.16829466248856,-57.04396162084465
2022-11-07 13:07:00,20766.2,20773.9,20766.2,20768.7,53.22644619632002,83.94440676246035,-10.463859851174064,98.05646567783484,94.7581841262655,82.08036419246316,2.2984572163887407,-93.1802589444268,-79.65546921973322,15.086353027703467,60.124068665203446,0.02975134492636755,-99.93660519862314,-99.86429144382055,-99.993967129922,-99.93681927362891,-99.86497582764184,-99.83987802192254,-90.14506529004592,-98.45824230323633,-98.70412233974247,44.572422675858654,-55.42814610200103,-94.84448038241713,-96.69755909946643,-96.9463611096996,-94.6993328237537,97.39713541654756,97.36298091697014,97.21608988075535,95.69453663972428,97.16829466248856,-57.04396162084465
2022-11-07 13:08:00,20768.6,20782.5,20768.6,20769.9,93.28531371132232,83.94440676246035,89.70965071064677,98.05646567783484,94.7581841262655,82.08036419246316,2.2984572163887407,-93.1802589444268,-79.65546921973322,15.086353027703467,60.124068665203446,0.02975134492636755,-99.93660519862314,-99.86429144382055,-99.993967129922,-99.93681927362891,-99.86497582764184,-99.83987802192254,-90.14506529004592,-98.45824230323633,-98.70412233974247,44.572422675858654,-55.42814610200103,-94.84448038241713,-96.69755909946643,-96.9463611096996,-94.6993328237537,97.39713541654756,97.36298091697014,97.21608988075535,95.69453663972428,97.16829466248856,-57.04396162084465
2022-11-07 13:09:00,20769.8,20769.9,20745.6,20752.2,-88.14891652833458,-85.90842929399314,89.70965071064677,99.10993732447959,98.38850685756435,82.08036419246316,2.2984572163887407,-93.1802589444268,-79.65546921973322,15.086353027703467,60.124068665203446,0.02975134492636755,-99.93660519862314,-99.86429144382055,-99.993967129922,-99.93681927362891,-99.86497582764184,-99.83987802192254,-90.14506529004592,-98.45824230323633,-98.70412233974247,44.572422675858654,-55.42814610200103,-94.84448038241713,-96.69755909946643,-96.9463611096996,-94.6993328237537,97.39713541654756,97.36298091697014,97.21608988075535,95.69453663972428,97.16829466248856,-57.04396162084465
2022-11-07 13:10:00,20752.2,20752.2,20739.2,20747.7,-93.14463326020334,-85.90842929399314,89.70965071064677,99.10993732447959,98.38850685756435,82.08036419246316,2.2984572163887407,-93.1802589444268,-79.65546921973322,15.086353027703467,60.124068665203446,0.02975134492636755,-99.93660519862314,-99.86429144382055,-99.993967129922,-99.93681927362891,-99.86497582764184,-99.83987802192254,-90.14506529004592,-98.45824230323633,-98.70412233974247,44.572422675858654,-55.42814610200103,-94.84448038241713,-96.69755909946643,-96.9463611096996,-94.6993328237537,97.39713541654756,97.36298091697014,97.21608988075535,95.69453663972428,97.16829466248856,-57.04396162084465
2022-11-07 13:11:00,20747.8,20747.8,20736.2,20739.3,-95.69600610921754,-93.42955066518104,-89.36708625050372,99.10993732447959,98.38850685756435,82.08036419246316,2.2984572163887407,-93.1802589444268,-79.65546921973322,15.086353027703467,60.124068665203446,0.02975134492636755,-99.93660519862314,-99.86429144382055,-99.993967129922,-99.93681927362891,-99.86497582764184,-99.83987802192254,-90.14506529004592,-98.45824230323633,-98.70412233974247,44.572422675858654,-55.42814610200103,-94.84448038241713,-96.69755909946643,-96.9463611096996,-94.6993328237537,97.39713541654756,97.36298091697014,97.21608988075535,95.69453663972428,97.16829466248856,-57.04396162084465
2022-11-07 13:12:00,20739.4,20747.1,20738.6,20738.6,4.303993890782465,-93.42955066518104,-89.36708625050372,99.10993732447959,98.38850685756435,82.08036419246316,2.2984572163887407,-93.1802589444268,-79.65546921973322,15.086353027703467,60.124068665203446,0.02975134492636755,-99.93660519862314,-99.86429144382055,-99.993967129922,-99.93681927362891,-99.86497582764184,-99.83987802192254,-90.14506529004592,-98.45824230323633,-98.70412233974247,44.572422675858654,-55.42814610200103,-94.84448038241713,-96.69755909946643,-96.9463611096996,-94.6993328237537,97.39713541654756,97.36298091697014,97.21608988075535,95.69453663972428,97.16829466248856,-57.04396162084465
2022-11-07 13:13:00,20738.6,20745.5,20737.7,20739.2,-97.85322330291052,6.57044933481896,-89.36708625050372,99.10993732447959,98.38850685756435,82.08036419246316,2.2984572163887407,-93.1802589444268,-79.65546921973322,15.086353027703467,60.124068665203446,0.02975134492636755,-99.93660519862314,-99.86429144382055,-99.993967129922,-99.93681927362891,-99.86497582764184,-99.83987802192254,-90.14506529004592,-98.45824230323633,-98.70412233974247,44.572422675858654,-55.42814610200103,-94.84448038241713,-96.69755909946643,-96.9463611096996,-94.6993328237537,97.39713541654756,97.36298091697014,97.21608988075535,95.69453663972428,97.16829466248856,-57.04396162084465
